id,race,age,gender,hand,country,A_1,A_10,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,C_1,C_10,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,E_1,E_10,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,N_1,N_10,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,O_1,O_10,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9
19121,3,28,1,1,US,2,2,2,2,4,2,3,4,4,4,4,5,2,5,2,4,1,5,1,5,1,4,3,3,4,3,2,3,5,1,3,3,3,3,1,2,2,2,1,2,4,3,1,4,1,3,1,4,3,5
19122,13,27,2,1,US,1,4,2,1,5,2,5,4,5,5,3,3,1,4,1,4,2,5,3,5,1,5,5,2,5,3,5,1,5,1,4,3,3,5,2,4,5,4,3,4,4,5,3,4,2,4,1,4,2,4
19123,1,24,1,1,PY,1,3,4,2,4,3,4,2,4,4,4,2,2,4,2,3,2,3,3,3,1,4,3,3,4,2,2,2,2,3,3,4,4,4,1,2,2,2,1,2,5,2,1,5,1,3,1,4,5,4
19124,3,25,1,1,LT,5,4,1,4,1,5,2,4,3,2,5,5,1,5,1,4,1,4,3,2,4,4,5,4,5,4,5,4,4,2,5,2,4,1,1,3,4,4,4,4,4,5,1,5,4,5,1,5,4,2
19125,3,17,2,2,US,1,3,5,2,4,2,5,1,4,4,3,3,2,4,3,1,2,4,2,4,2,3,3,4,2,4,1,3,3,3,4,2,3,5,2,3,2,4,2,3,4,4,1,5,1,4,1,4,2,4
19126,5,17,1,1,LB,1,5,5,1,5,1,5,1,5,5,4,5,5,5,2,1,2,3,5,1,1,5,3,3,4,3,4,2,5,5,4,3,2,5,1,5,3,4,5,5,5,5,1,5,1,5,1,5,4,5
19127,1,18,2,1,US,1,5,5,1,5,1,5,1,5,5,3,5,3,5,3,5,4,3,2,3,5,3,2,5,2,5,1,5,3,5,3,3,4,3,4,1,5,4,4,4,3,5,3,5,3,5,1,5,3,4
19128,3,18,1,1,FR,4,3,3,4,4,2,1,2,3,4,3,3,3,4,2,1,3,5,4,3,2,5,4,3,4,2,2,3,5,2,3,4,2,4,3,5,1,4,3,5,4,3,4,4,4,3,2,4,3,5
19129,3,15,2,1,US,1,5,5,5,4,2,5,1,4,5,2,3,5,5,5,1,5,1,5,1,4,3,2,5,2,4,2,5,2,5,1,1,5,2,5,2,2,3,2,3,5,5,1,5,1,5,1,5,5,5
19130,11,18,1,1,SE,2,3,5,1,4,1,4,2,5,4,4,3,1,5,2,2,2,4,3,4,1,5,4,2,5,3,5,1,5,1,3,4,2,4,3,3,1,2,1,1,2,4,2,4,1,2,3,4,2,5
19131,3,24,2,1,US,1,5,5,4,5,1,5,1,4,5,2,2,5,5,4,2,5,2,4,1,2,4,1,4,2,4,2,2,4,4,1,3,5,4,2,3,4,2,3,5,5,5,2,5,1,4,2,4,5,5
19132,1,26,1,1,US,1,3,4,3,4,2,4,2,3,4,4,2,4,4,3,2,3,3,2,4,3,3,2,4,2,4,2,4,3,3,3,2,3,5,3,2,3,2,2,2,4,3,3,4,2,4,2,4,4,4
19133,3,20,2,1,US,2,3,4,5,2,4,2,3,4,2,5,5,4,5,4,2,4,5,3,5,4,5,3,2,2,3,3,1,4,2,5,5,2,5,1,5,5,5,5,5,5,4,3,3,4,5,2,4,5,5
19134,4,20,1,1,IN,3,3,4,4,3,5,3,4,3,3,2,3,5,3,3,2,5,1,4,1,4,4,1,3,5,5,1,4,1,4,3,2,3,3,3,5,3,3,2,2,3,5,1,5,1,4,1,3,4,3
19135,11,19,1,1,PH,3,1,5,1,5,4,5,1,4,5,4,1,1,5,2,4,1,4,1,5,3,4,1,5,3,3,1,4,5,4,2,3,3,3,3,2,1,1,1,2,3,2,4,5,1,2,2,5,1,3
19136,3,15,1,1,US,5,3,1,5,1,5,3,5,3,3,1,5,5,5,5,1,5,5,5,1,1,5,5,1,5,1,5,1,5,3,1,5,5,1,1,1,1,5,5,5,5,5,1,5,1,5,1,5,5,3
19137,1,17,2,1,US,2,3,4,5,4,3,1,3,1,5,1,4,1,4,5,1,5,5,1,5,5,4,1,5,1,5,1,5,5,5,5,4,2,5,4,5,5,5,5,5,4,4,2,5,2,4,4,4,3,4
19138,13,17,2,1,US,2,4,3,2,3,3,3,3,4,2,4,3,3,2,3,2,3,3,3,2,3,2,1,3,2,4,2,4,4,3,2,3,3,4,3,3,3,2,2,3,3,3,4,2,3,3,2,3,2,3
19139,13,35,2,1,US,1,5,5,1,5,3,5,1,5,5,5,5,1,5,1,5,1,5,1,5,1,5,1,5,5,3,1,5,5,1,5,5,1,5,1,5,5,5,5,5,3,5,5,5,5,5,1,5,1,5
19140,13,35,2,1,US,4,4,4,2,3,3,3,2,3,4,5,2,3,3,3,5,3,4,3,5,2,4,5,4,3,5,2,4,3,3,4,3,4,4,3,3,3,3,2,3,4,5,3,5,2,3,1,2,2,4
19141,11,16,1,1,US,2,4,4,3,3,2,4,2,4,3,4,3,1,2,2,2,2,4,2,4,4,4,2,4,3,4,2,4,4,4,4,2,4,4,2,4,4,4,4,4,1,4,3,2,3,3,4,4,2,3
19142,3,26,1,1,US,1,5,5,2,5,1,4,1,5,4,3,3,5,4,2,3,4,3,1,3,4,2,3,5,3,5,4,5,3,3,3,1,5,4,5,1,5,3,1,2,4,5,2,5,2,5,1,5,3,4
19143,3,25,2,2,GB,1,5,5,2,5,1,3,1,5,5,4,2,5,4,2,2,2,4,2,4,4,2,2,5,2,5,2,5,3,5,4,1,4,1,4,4,3,2,1,2,3,5,2,4,2,4,2,5,2,5
19144,1,17,2,1,US,4,4,2,5,2,4,1,4,2,4,1,4,1,4,4,1,1,5,1,5,5,1,1,5,1,5,1,5,2,5,5,4,2,5,4,5,5,5,5,5,2,4,2,4,2,4,2,4,4,5
19145,3,60,2,1,US,1,4,3,1,5,2,4,3,5,5,5,5,2,5,1,5,1,5,1,5,1,5,3,4,5,3,2,1,5,1,4,1,2,5,3,3,4,1,1,2,4,5,1,5,1,4,1,5,1,5
19146,3,17,2,1,US,1,5,4,3,5,1,5,4,5,5,3,5,5,5,5,1,5,1,5,3,1,5,5,1,5,1,5,1,1,1,5,5,1,5,1,1,5,5,5,5,3,5,1,5,1,4,1,3,3,5
19147,13,22,2,1,PK,3,5,4,1,4,1,5,1,5,5,5,3,5,4,1,3,1,2,2,4,4,4,1,5,2,5,1,5,2,5,1,2,5,4,3,1,1,5,4,3,3,3,5,1,5,4,1,3,3,3
19148,3,26,2,1,US,2,3,3,2,4,2,2,2,4,4,4,3,3,4,2,4,2,4,1,4,1,5,4,3,4,2,2,1,4,2,2,2,2,4,2,2,2,3,2,2,4,5,3,5,3,4,1,5,3,2
19149,3,30,2,1,US,1,5,4,2,4,1,4,2,4,4,4,5,4,4,1,3,4,5,3,3,3,4,3,3,3,3,2,2,3,4,4,2,3,5,3,4,2,2,1,4,3,4,4,3,4,4,2,5,2,5
19150,3,19,1,1,US,2,4,4,1,4,2,4,2,4,4,4,5,2,4,2,2,3,4,2,4,2,4,4,4,4,4,4,2,4,2,4,2,2,4,4,2,2,2,1,2,4,3,2,2,3,4,4,4,4,4
19151,3,15,1,1,US,1,4,5,2,5,1,4,1,4,5,4,3,4,4,2,2,4,4,3,3,4,2,1,5,1,5,1,5,2,5,4,1,4,4,1,2,3,3,3,2,5,4,2,4,2,4,2,4,4,2
19152,3,18,1,2,US,2,3,3,3,4,2,4,2,3,4,3,3,3,4,3,3,3,4,3,3,1,3,4,4,4,3,2,2,4,2,2,4,4,4,2,2,2,2,1,2,5,4,3,3,3,3,3,3,4,5
19153,3,19,2,1,GB,4,2,2,4,2,4,4,4,2,1,2,3,4,1,3,1,4,4,4,3,2,5,3,3,4,2,2,2,4,5,5,4,2,5,2,4,2,2,3,4,4,2,2,5,2,4,1,4,4,4
19154,13,23,2,1,PK,4,5,1,4,5,2,5,2,5,5,3,5,3,4,1,3,1,5,3,2,5,5,2,2,4,1,1,1,2,5,2,3,2,5,3,4,4,5,5,4,4,2,2,5,3,4,1,5,5,3
19155,3,41,1,1,US,2,2,3,1,4,2,4,2,4,5,4,2,2,4,4,3,5,4,4,4,2,5,4,2,4,4,4,2,5,1,5,5,1,5,2,5,5,5,5,5,5,2,2,4,2,2,4,2,5,3
19156,3,20,0,1,DE,4,2,2,1,3,4,3,4,2,2,2,3,4,3,3,2,5,2,3,2,1,4,3,2,4,1,2,1,4,2,4,4,4,4,1,3,3,4,4,2,5,4,2,5,1,4,1,4,4,5
19157,13,30,2,1,US,1,4,2,2,5,2,4,2,5,5,3,2,1,4,1,3,3,3,3,3,4,3,2,3,2,5,1,4,5,1,3,2,5,3,4,2,2,2,4,2,3,4,2,3,1,4,1,4,3,5
19158,3,41,2,1,US,2,4,5,4,4,1,3,1,2,4,4,2,1,4,4,5,1,5,1,4,3,2,1,4,1,5,1,5,3,5,4,2,3,5,4,5,3,5,5,4,4,5,1,5,1,5,1,2,4,2
19159,1,28,2,3,US,1,3,3,4,4,2,4,2,4,4,3,3,4,4,4,2,4,2,2,2,3,4,3,2,3,3,2,3,3,3,4,3,3,4,2,4,4,4,4,4,4,4,2,4,2,4,1,4,4,4
19160,3,32,1,2,GB,1,3,4,1,4,4,4,2,4,3,3,3,3,3,2,2,3,4,2,3,4,4,1,3,3,4,1,2,4,3,2,2,4,3,2,1,2,3,2,2,4,5,1,4,1,4,2,4,4,5
19161,3,61,2,1,US,4,3,3,2,2,4,2,4,1,2,4,4,2,4,1,4,1,4,2,4,3,3,3,2,3,4,4,2,3,4,3,4,3,4,4,3,2,2,3,4,4,4,3,4,4,4,1,5,4,5
19162,4,61,1,1,US,2,3,3,3,3,2,3,2,2,3,4,5,2,4,4,2,4,3,2,3,2,2,3,4,3,3,3,3,3,2,3,2,4,3,4,3,4,2,2,4,4,4,2,5,3,4,1,5,3,4
19163,3,17,2,1,US,2,2,5,4,4,2,4,2,4,4,3,5,5,4,5,2,4,2,3,3,1,4,4,2,4,2,4,1,4,1,5,4,2,4,1,4,4,4,4,4,4,4,1,4,1,4,1,4,4,5
19164,3,19,1,1,US,1,3,4,4,5,1,5,2,5,5,3,3,4,3,3,1,4,3,5,1,2,4,3,4,4,2,3,1,5,5,4,4,4,5,2,2,2,3,2,3,5,5,1,5,1,4,1,4,4,4
19165,4,18,1,1,US,5,4,2,2,3,2,4,3,5,5,4,5,1,5,1,5,4,3,4,4,5,2,2,5,4,5,4,3,5,5,3,4,3,4,2,2,2,5,5,3,3,5,1,5,1,4,3,5,3,4
19166,4,19,1,1,IN,4,5,4,1,5,4,5,2,4,4,3,5,4,3,5,3,5,2,3,1,1,5,2,4,5,1,4,1,3,5,5,5,4,4,4,5,5,4,2,5,2,5,1,4,5,4,2,4,2,5
19167,3,30,1,1,US,2,3,3,4,4,3,3,3,4,4,5,4,1,5,2,4,1,4,2,4,4,4,2,4,4,2,3,2,5,4,4,3,2,4,3,2,4,4,4,5,5,4,1,4,3,4,2,5,4,5
19168,12,14,2,1,NG,2,3,4,5,1,1,3,2,3,3,3,3,1,3,2,3,4,3,3,3,4,3,1,4,2,3,1,3,2,5,3,1,3,5,3,5,5,3,4,5,2,3,3,3,3,3,4,3,2,2
19169,13,55,1,1,PK,2,3,5,1,5,3,5,3,4,4,5,5,1,5,1,4,1,3,1,5,3,2,2,5,4,5,3,4,2,3,1,3,5,2,5,2,4,4,1,1,3,4,1,2,5,4,3,4,3,3
19170,13,60,1,1,US,1,5,5,1,5,1,5,1,5,5,3,5,2,5,2,3,3,5,2,4,1,5,5,3,5,2,4,1,5,1,3,2,3,4,4,4,4,1,1,1,5,5,1,5,2,4,2,5,2,5
19171,9,16,2,1,US,4,3,3,4,4,4,3,4,4,2,4,4,3,4,3,1,4,5,5,4,2,5,2,4,4,2,4,2,5,2,5,4,1,5,2,5,5,5,5,5,4,2,4,2,4,1,4,4,2,4
19172,11,17,2,1,US,4,1,2,5,4,5,1,4,1,2,3,5,2,5,5,2,5,4,4,5,5,1,1,4,1,5,1,4,2,5,5,2,5,4,4,5,1,2,3,4,5,4,1,4,2,5,1,5,4,2
19173,3,22,2,1,US,1,3,4,4,4,2,3,1,4,4,3,3,2,3,3,3,3,4,3,4,3,3,1,4,1,4,2,4,2,4,4,3,3,4,2,2,3,3,3,3,4,4,3,5,3,3,2,3,4,5
19174,1,17,1,1,US,4,3,5,4,2,2,3,2,4,2,3,4,4,4,4,2,4,4,5,4,2,4,5,2,5,1,4,2,2,4,1,1,5,1,5,1,1,1,1,1,5,5,2,5,1,5,1,1,4,5
19175,1,19,2,3,US,1,5,5,3,5,1,5,1,5,5,5,4,5,5,5,2,5,5,1,2,3,1,1,5,2,4,1,5,3,5,5,1,5,5,2,1,5,5,5,3,2,5,2,5,1,3,1,5,1,5
19176,1,20,0,3,US,5,2,3,2,3,4,1,5,2,3,5,5,2,5,2,5,1,5,1,5,1,1,2,1,5,5,2,4,5,5,1,1,1,4,4,1,1,2,1,3,5,5,1,5,3,5,1,5,5,4
19177,3,20,2,1,GB,5,4,4,2,4,2,5,1,4,4,3,3,4,3,4,1,4,2,4,2,4,2,2,4,3,4,1,5,3,3,5,5,3,4,4,5,4,4,5,4,2,4,3,3,3,5,1,2,2,4
19178,13,31,2,1,US,4,4,4,1,4,4,4,2,4,4,4,4,3,5,3,2,4,4,2,3,1,5,4,3,4,2,3,3,4,1,3,4,2,4,2,4,3,3,3,2,4,3,2,4,1,3,2,4,4,4
19179,11,16,2,1,MY,4,5,3,1,4,3,4,3,4,3,2,3,5,4,2,1,4,2,3,2,2,5,4,2,3,2,4,1,4,3,2,5,5,3,5,2,4,2,2,4,2,5,2,4,2,4,2,4,2,5
19180,13,23,2,1,JM,1,4,5,3,5,1,5,1,3,5,3,4,1,2,2,5,1,5,2,4,1,3,1,5,2,3,4,3,5,3,1,2,1,2,2,2,5,3,2,2,2,2,3,2,5,5,1,4,2,2
19181,3,41,2,1,US,1,3,4,1,4,2,4,2,4,3,3,5,2,5,2,2,2,4,1,3,1,4,2,3,3,2,2,2,4,3,3,4,3,4,2,3,3,3,3,2,3,4,2,2,1,4,4,3,4,5
19182,3,25,2,1,US,1,4,2,1,5,3,5,3,5,5,4,4,2,5,1,5,1,5,2,4,1,5,5,1,5,2,5,1,5,1,5,5,1,5,1,3,5,4,4,5,4,4,1,5,1,4,1,4,3,5
19183,3,20,1,1,US,1,3,2,3,4,2,4,3,4,4,3,5,4,4,3,1,4,2,4,3,2,5,5,1,5,2,3,2,4,1,4,3,4,4,3,3,4,3,3,4,2,5,3,5,1,4,1,3,3,4
19184,3,20,2,1,US,1,2,4,4,5,3,5,1,5,5,1,3,4,1,5,5,4,3,3,3,5,2,1,3,1,3,1,5,1,5,5,2,3,5,2,3,5,5,5,4,3,4,2,4,2,3,1,3,4,4
19185,3,63,2,1,US,1,4,5,1,5,1,4,1,4,4,5,5,3,5,1,5,1,4,1,5,3,3,2,5,2,5,1,4,3,4,1,1,4,4,5,2,1,1,1,1,5,5,1,4,1,4,1,5,4,3
19186,3,19,2,1,US,3,3,3,2,3,2,4,3,4,3,5,5,2,2,2,4,3,5,2,5,2,5,4,3,3,3,4,4,5,1,5,5,1,5,4,2,4,4,3,3,4,5,5,3,5,5,4,4,3,3
19187,1,25,1,1,GB,2,4,4,3,2,4,3,2,3,2,2,5,4,5,3,2,5,1,2,1,2,4,4,2,4,2,5,2,5,1,2,4,3,5,2,3,2,4,2,2,4,3,2,3,1,2,3,4,3,3
19188,3,30,2,1,NO,2,5,4,4,5,1,4,1,4,4,3,3,3,4,4,2,3,3,3,3,4,3,3,5,2,5,2,5,5,2,2,2,4,3,3,3,3,1,1,3,4,5,3,4,2,4,2,3,4,4
19189,3,46,2,1,US,1,5,5,1,5,1,5,1,5,5,5,4,1,5,1,3,1,4,1,3,3,3,2,5,2,5,2,3,4,2,3,2,5,5,3,2,3,2,2,3,5,3,1,4,1,4,1,5,3,4
19190,3,58,1,1,US,1,3,3,3,4,2,2,3,3,3,4,2,5,2,4,5,3,3,2,4,1,5,5,1,5,1,5,1,4,1,4,5,4,4,1,4,2,2,2,2,3,4,1,4,1,3,1,5,2,5
19191,3,69,2,1,US,1,4,5,1,4,2,3,1,4,4,4,3,1,4,1,4,1,3,1,4,1,3,2,5,2,5,1,5,4,3,2,1,4,3,5,1,1,1,1,2,5,5,1,4,1,4,1,4,5,4
19192,13,25,2,1,US,1,3,4,1,5,1,5,1,4,4,3,3,4,5,2,2,5,2,2,4,3,4,2,4,2,5,2,4,4,2,3,1,4,4,4,3,2,2,2,2,2,4,4,4,3,3,3,3,2,2
19193,3,16,1,1,US,1,4,5,4,5,1,2,1,4,4,3,4,3,5,3,5,4,3,4,4,5,1,1,5,1,5,2,5,1,5,4,1,4,5,5,2,4,3,3,4,4,5,4,5,3,4,1,4,3,2
19194,13,48,1,1,US,1,3,5,1,4,2,4,2,4,4,2,3,1,4,1,3,2,4,2,4,1,4,2,4,4,4,3,3,3,1,3,2,4,4,3,4,3,2,2,3,3,4,2,3,2,4,2,4,2,4
19195,3,16,2,1,US,1,4,4,1,4,2,4,2,4,4,4,4,2,5,2,3,2,4,3,3,2,4,4,2,4,3,2,2,3,3,5,4,3,5,1,4,4,4,4,4,4,4,3,5,4,4,1,3,3,4
19196,3,15,1,1,US,4,3,3,2,2,4,2,5,3,1,3,4,4,4,2,3,4,4,3,2,1,5,5,2,5,2,5,1,4,4,3,1,2,1,3,4,1,1,1,2,4,3,2,3,2,4,4,4,3,4
19197,3,50,1,1,US,3,3,4,3,3,4,4,4,3,3,2,3,2,4,3,3,3,4,3,3,1,5,5,1,5,1,5,1,5,1,5,4,3,3,1,3,3,3,3,4,2,2,2,4,4,1,4,4,3,4
19198,3,16,2,1,US,3,4,2,3,2,4,2,3,3,2,4,5,5,2,3,1,5,2,2,3,4,3,3,4,1,4,3,4,3,5,4,1,3,5,4,4,2,2,2,4,3,4,4,2,3,5,1,4,3,2
19199,3,37,2,1,US,1,4,4,1,4,2,5,2,5,5,4,4,2,5,1,4,2,5,1,4,2,5,2,3,4,4,2,4,5,1,4,2,3,4,4,2,2,2,2,2,4,4,2,4,2,4,2,5,2,2
19200,3,15,1,1,US,4,3,4,5,2,3,2,4,3,4,4,5,4,5,1,2,2,5,2,4,1,4,2,4,3,4,1,3,5,2,3,3,3,5,3,3,4,4,3,4,4,5,5,3,1,4,2,5,4,5
19201,3,17,2,1,US,5,4,5,1,5,1,5,1,5,5,4,5,1,5,1,4,1,5,2,5,3,3,2,5,2,4,1,4,2,4,2,1,3,4,5,1,1,2,1,1,2,5,2,4,1,5,1,4,2,4
19202,3,29,1,1,CA,3,3,2,4,2,4,4,4,4,3,2,2,5,2,1,1,5,2,5,3,1,5,2,2,4,2,4,1,4,2,2,2,5,1,2,4,4,5,3,5,3,5,1,5,1,5,1,5,2,5
19203,3,17,2,1,US,3,3,3,4,3,2,2,2,2,2,3,4,3,5,4,5,1,5,3,4,4,5,1,4,3,3,2,4,3,4,4,1,4,5,5,2,1,5,2,4,1,1,5,1,2,3,1,4,1,1
19204,3,17,2,1,US,3,3,3,4,3,2,3,2,3,3,4,3,3,4,3,1,4,2,3,3,3,4,1,3,3,4,2,3,2,5,3,2,2,5,4,2,4,2,2,4,2,4,3,5,2,3,1,3,1,4
19205,4,29,1,1,IN,4,4,4,1,4,3,5,3,4,4,4,4,3,5,2,3,3,5,3,4,3,4,4,3,3,3,3,2,5,4,4,4,4,3,3,3,3,4,3,4,4,4,3,4,3,4,5,3,2,4
19206,3,33,2,1,GB,4,4,5,1,4,2,4,1,4,4,3,3,4,4,3,3,3,3,1,3,3,3,1,4,2,3,2,3,3,3,4,3,3,4,3,5,3,3,2,3,4,3,3,5,3,3,2,4,3,4
19207,3,69,2,1,US,1,5,5,1,5,3,5,1,5,5,4,4,3,5,3,2,4,4,1,2,3,2,3,5,2,5,2,5,2,4,2,1,4,2,4,1,1,1,1,1,5,5,1,5,1,4,1,4,3,5
19208,3,50,1,1,NO,4,3,2,1,3,4,2,3,3,2,3,2,3,3,2,2,2,2,2,2,1,4,5,2,5,3,4,1,3,2,3,2,5,3,2,2,1,1,1,1,4,4,1,5,1,3,2,5,3,5
19209,3,49,2,1,US,2,3,4,2,5,1,4,2,4,4,2,3,4,4,2,2,4,3,3,2,3,3,3,4,2,3,2,2,2,4,4,2,3,3,3,3,2,3,2,2,4,4,1,4,2,3,1,4,4,4
19210,1,18,2,1,CL,2,3,3,5,3,3,2,4,4,3,1,4,4,5,4,1,1,4,5,2,4,5,3,4,5,1,2,3,5,1,3,4,5,4,1,3,3,4,4,3,4,5,2,5,2,3,1,5,4,5
19211,3,47,1,1,CO,3,4,3,1,2,4,2,4,4,3,5,4,2,5,2,3,2,5,1,4,4,2,2,5,2,5,1,4,2,5,2,1,3,4,2,2,2,1,1,2,5,5,1,5,5,4,2,4,5,4
19212,13,20,2,1,US,1,4,4,2,5,2,4,2,5,5,3,3,2,4,2,2,2,5,2,3,2,3,3,4,2,3,2,2,4,4,2,2,4,3,3,3,2,2,2,2,3,4,2,4,4,4,1,4,3,4
19213,3,33,2,1,NO,2,3,4,3,4,1,4,2,3,4,2,3,4,4,3,2,4,4,2,2,3,3,2,3,3,2,2,3,3,3,2,2,4,2,4,2,2,2,2,2,5,3,1,4,1,3,2,5,5,5
19214,11,24,2,1,PH,3,4,5,1,4,3,3,2,4,4,4,3,1,5,3,3,3,4,3,5,4,4,4,4,4,4,3,3,2,4,2,3,4,2,3,3,2,3,3,2,4,5,2,4,2,4,4,3,3,5
19215,3,27,2,1,DE,1,4,5,1,5,2,4,1,4,5,4,4,3,4,3,4,3,2,3,2,2,3,2,4,4,4,2,2,4,2,2,2,4,3,4,3,2,2,2,2,4,3,2,4,2,4,2,4,4,4
19216,13,14,2,1,GB,5,3,4,4,3,1,5,3,3,3,3,2,3,4,5,1,5,3,2,1,3,3,4,4,4,4,3,2,4,3,5,3,3,5,3,4,5,5,5,2,3,1,1,3,4,2,3,3,3,3
19217,3,21,2,1,IT,2,5,4,3,4,2,3,2,3,4,5,4,4,4,3,4,4,3,1,5,1,2,1,4,1,5,1,5,1,4,5,3,1,5,2,4,3,4,4,4,5,5,1,5,1,5,1,4,4,5
19218,3,18,2,1,US,1,4,1,5,5,1,5,4,5,5,5,4,2,5,1,4,2,5,2,5,2,4,4,1,5,4,2,2,5,1,4,2,4,5,4,2,5,5,3,4,5,5,1,5,2,3,1,5,4,4
19219,3,45,2,1,NO,1,4,5,1,5,1,4,1,3,5,5,4,3,3,1,4,1,3,1,4,4,2,1,5,1,5,1,3,2,5,5,2,2,3,5,4,2,3,3,4,5,5,1,5,1,4,1,4,3,3
19220,13,14,1,1,GB,2,3,4,2,4,2,4,3,5,4,5,4,1,4,3,5,1,5,4,5,1,5,4,4,5,2,4,1,5,1,5,4,3,5,3,3,4,5,5,3,3,3,3,4,3,3,2,2,3,5
19221,3,53,2,1,US,1,5,5,1,5,1,5,1,5,5,2,4,5,2,3,1,5,3,3,3,4,3,2,5,3,5,2,5,3,4,2,2,5,2,4,2,2,3,2,2,5,4,1,3,1,5,2,5,5,4
19222,3,44,2,1,US,1,4,4,1,3,2,5,2,4,3,5,4,1,5,2,4,1,4,1,4,4,4,4,4,4,3,4,2,4,2,1,2,4,2,2,2,1,2,2,2,2,2,4,2,4,2,1,4,1,4
19223,11,20,2,1,US,1,4,5,1,5,1,5,1,3,5,4,5,3,3,2,4,2,4,2,4,4,2,1,5,1,5,1,5,1,5,4,3,1,4,2,4,4,4,4,4,3,4,2,5,1,4,1,4,3,5
19224,3,27,1,1,US,4,5,4,4,4,4,4,2,3,4,2,4,4,2,4,5,4,3,2,2,2,5,5,1,5,1,5,5,5,1,4,1,5,4,5,1,2,5,4,5,5,4,1,5,1,5,1,5,5,5
19225,13,33,1,1,US,1,3,4,5,5,3,4,2,3,5,1,2,1,3,4,3,4,5,3,3,4,3,1,5,1,3,1,4,3,5,5,4,2,5,2,3,4,4,2,4,1,4,3,5,3,4,2,3,2,3
19226,4,23,1,1,US,1,4,4,2,4,1,3,2,5,4,3,3,3,4,2,2,3,3,1,3,1,4,4,4,5,4,2,4,5,2,3,2,4,3,4,2,2,2,1,2,3,4,2,4,2,3,2,3,2,4
19227,1,25,1,1,US,4,1,2,4,4,3,1,4,3,2,3,3,4,5,3,3,1,4,3,2,3,5,5,3,5,2,5,1,5,3,3,3,4,3,3,5,3,4,3,3,3,5,1,5,1,5,1,5,4,4
19228,4,21,2,1,IN,4,5,4,3,5,3,5,2,2,4,3,4,2,4,4,2,2,2,2,2,3,3,2,4,3,4,2,4,3,4,3,4,3,5,4,4,5,5,5,4,5,5,2,4,3,4,1,5,5,4
19229,3,19,1,3,US,1,4,5,1,5,2,3,1,5,4,4,4,3,3,2,3,2,4,2,4,5,2,1,5,2,4,2,5,3,4,1,1,3,1,5,1,1,1,1,1,3,4,2,4,3,4,2,4,2,2
19230,3,19,1,2,US,5,1,1,2,1,5,1,5,1,1,5,5,1,5,1,5,1,5,1,5,1,5,5,2,5,1,5,1,5,1,1,1,5,1,5,1,1,2,2,1,5,5,1,5,1,5,1,5,5,5
19231,3,20,2,1,US,1,3,5,2,4,2,4,1,4,4,3,4,3,4,2,3,3,5,3,5,3,2,1,4,2,4,2,5,4,4,1,2,4,2,4,2,1,2,2,2,4,4,2,4,2,4,1,4,3,5
19232,3,18,1,2,SE,4,3,4,1,5,2,4,1,1,4,3,2,1,2,2,1,4,1,1,2,1,5,3,3,5,2,4,1,5,1,1,1,4,5,3,4,2,2,1,2,2,3,4,5,1,2,2,3,2,5
19233,3,31,2,1,US,3,4,3,2,3,4,3,3,1,3,3,4,2,5,2,1,2,3,2,4,3,5,5,2,4,2,4,3,4,2,5,4,3,5,2,3,4,4,4,5,3,3,3,3,3,3,2,4,3,4
19234,3,25,2,1,PT,2,5,3,4,4,2,4,3,2,5,4,4,5,3,5,3,5,4,1,3,4,3,1,5,3,5,1,4,5,3,4,3,3,4,3,5,4,5,4,5,4,5,1,5,1,4,1,4,4,5
19235,3,19,2,1,US,1,3,3,2,4,3,4,2,4,4,4,4,3,4,2,4,2,4,3,4,3,4,3,4,3,2,3,3,4,2,4,3,2,4,3,3,3,4,3,3,4,3,2,3,3,3,2,3,4,3
19236,5,18,2,1,US,1,1,3,1,5,3,5,3,5,4,3,3,1,4,1,4,2,3,3,1,4,4,3,2,4,1,4,2,4,3,3,4,2,2,4,2,3,3,4,2,1,3,5,3,5,2,3,2,1,3
19237,3,33,1,1,US,3,3,2,3,3,4,2,4,2,3,3,2,4,4,3,1,4,3,4,4,2,5,4,2,5,3,2,1,4,2,2,2,4,2,4,2,2,2,3,3,4,4,1,4,2,4,1,4,3,4
19238,13,20,2,1,US,2,3,3,3,4,2,3,2,4,3,5,4,1,4,1,3,1,4,1,4,3,2,4,4,2,4,1,5,3,4,2,1,4,3,4,2,2,3,2,3,2,5,4,4,1,4,1,4,2,4
19239,12,24,2,1,NL,4,5,4,2,4,2,5,2,5,4,2,2,4,2,3,2,2,3,3,3,3,2,2,4,2,4,1,3,2,4,3,2,3,3,3,2,2,4,4,5,3,3,3,3,3,2,2,3,2,4
19240,6,15,2,1,GB,3,3,4,5,3,2,2,2,3,2,4,4,4,3,4,2,5,4,3,3,3,5,2,3,4,4,2,4,3,3,3,3,4,3,3,3,3,4,4,5,4,4,5,4,4,3,2,4,2,3
19241,3,15,2,1,US,2,3,4,2,4,3,4,2,3,1,3,3,2,3,1,3,1,5,3,2,4,5,3,2,1,3,3,4,5,1,3,1,4,5,3,2,2,4,3,2,2,4,1,5,3,5,1,3,3,3
